C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_13_692.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_13_692.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_13_692.jpg,0,0,0,1.42E-06, world
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_13_774.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_13_774.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_13_774.jpg,0,0,0,2.00E-05,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_13_854.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_13_854.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_13_854.jpg,0,0,0,1.93E-06,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_13_937.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_13_937.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_13_937.jpg,0,0,0,4.83E-06,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_019.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_019.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_019.jpg,0,0,0,1.12E-05,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_100.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_100.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_100.jpg,0,0,0,1.97E-05,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_183.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_183.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_183.jpg,0,0,0,3.64E-06,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_265.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_265.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_265.jpg,0,0,0,9.18E-06,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_349.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_349.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_349.jpg,0,0.1963979,0,0.1054827,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_432.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_432.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_432.jpg,0,0.4471598,0,0.3901521,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_514.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_514.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_514.jpg,0,0.6932099,0,0.912037,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_594.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_594.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_594.jpg,0,0.8885757,0,1.665309,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_678.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_678.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_678.jpg,-0.02255639,1,0,2.778765,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_758.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_758.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_758.jpg,-0.04511278,1,0,3.719809,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_841.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_841.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_841.jpg,-0.06390978,1,0,4.656741,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_14_922.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_14_922.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_14_922.jpg,-0.08270676,1,0,5.584548,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_004.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_004.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_004.jpg,-0.09022556,1,0,6.505399,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_086.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_086.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_086.jpg,-0.1015038,1,0,7.418955,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_167.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_167.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_167.jpg,-0.1090226,1,0,8.325211,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_251.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_251.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_251.jpg,-0.1240602,1,0,9.224292,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_333.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_333.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_333.jpg,-0.1240602,1,0,10.11639,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_415.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_415.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_415.jpg,-0.1240602,1,0,11.00171,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_497.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_497.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_497.jpg,-0.131579,1,0,11.85187,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_581.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_581.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_581.jpg,-0.1353384,1,0,12.99637,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_664.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_664.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_664.jpg,-0.1390978,1,0,13.70247,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_746.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_746.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_746.jpg,-0.1578947,1,0,14.49415,
C:\Users\Yousef\Desktop\Data\IMG\center_2018_11_24_01_42_15_829.jpg,C:\Users\Yousef\Desktop\Data\IMG\left_2018_11_24_01_42_15_829.jpg,C:\Users\Yousef\Desktop\Data\IMG\right_2018_11_24_01_42_15_829.jpg,-0.1616541,1,0,15.35799,
